Time (s),Clean EEG Signal (µV),EOG Noise (µV),EMG Noise (µV),Composite Signal (µV),EOG SNR (dB),EMG SNR (dB)
0.162,-3.422735529643446,9.525696675993935,3.963804047000395,10.066765193350884,-7.0,2.000000000000001
0.163,-3.6448431371070593,9.562444722735414,3.963804047000394,9.881405632628748,-7.0,2.000000000000001
0.164,-3.852566213878947,9.598815260532772,3.901292489317435,9.64754153597126,-7.0,2.000000000000001
0.165,-4.045084971874736,9.634806853539445,3.777255218558772,9.366977100223481,-7.0,2.000000000000001
0.166,-4.221639627510078,9.670418080868973,3.5936483765805374,9.042426829939432,-7.0,2.000000000000001
0.167,-4.38153340021932,9.705647536651078,3.353367552962149,8.677481689393908,-7.0,2.000000000000001
0.168,-4.524135262330098,9.740493830087166,3.0602021198288702,8.276560687585938,-7.0,2.000000000000001
0.169,-4.648882429441257,9.77495558550524,2.718775471189755,7.844848627253737,-7.0,2.000000000000001
0.17,-4.755282581475767,9.8090314424142,2.3344721092522356,7.388220970190669,-7.0,2.000000000000001
0.171,-4.842915805643157,9.842720055557566,1.9133527276057547,6.913156977520163,-7.0,2.000000000000001
0.17200000000000001,-4.911436253643444,9.876020094966577,1.4620586304634253,6.4266424717865585,-7.0,2.000000000000001
0.17300000000000001,-4.96057350657239,9.908930246012693,0.9877069953271971,5.9360637347675,-7.0,2.000000000000001
0.17400000000000002,-4.990133642141359,9.9414492094595,0.4977786308470999,5.449094198165243,-7.0,2.000000000000001
0.17500000000000002,-5.0,9.973575701514008,-1.0705403569365944e-14,4.973575701513997,-7.0,2.000000000000001
0.176,-4.990133642141359,10.005308453877316,-0.4977786308470931,4.517396180888863,-7.0,2.000000000000001
0.177,-4.96057350657239,10.036646213794699,-0.9877069953271905,4.0883657118951175,-7.0,2.000000000000001
0.178,-4.911436253643445,10.067587744105051,-1.4620586304634189,3.694092859998186,-7.0,2.000000000000001
0.179,-4.842915805643156,10.098131823289737,-1.913352727605761,3.341863290040819,-7.0,2.000000000000001
0.18,-4.755282581475769,10.12827724552081,-2.3344721092522307,3.0385225547928107,-7.0,2.000000000000001
0.181,-4.648882429441259,10.158022820708618,-2.7187754711897503,2.7903649200776095,-7.0,2.000000000000001
0.182,-4.5241352623301,10.187367374548787,-3.0602021198288663,2.6030299923898204,-7.0,2.000000000000001
0.183,-4.381533400219322,10.216309748568575,-3.3533675529621445,2.481408795387108,-7.0,2.000000000000001
0.184,-4.221639627510076,10.244848800172614,-3.59364837658054,2.429560796081997,-7.0,2.000000000000001
0.185,-4.045084971874739,10.272983402688013,-3.77725521855877,2.450643212254504,-7.0,2.000000000000001
0.186,-3.8525662138789487,10.30071244540884,-3.9012924893174334,2.5468537422124564,-7.0,2.000000000000001
0.187,-3.644843137107062,10.328034833639963,-3.963804047000394,2.7193876495325076,-7.0,2.000000000000001
0.188,-3.4227355296434427,10.354949488740287,-3.963804047000394,2.968409912096449,-7.0,2.000000000000001
0.189,-3.187119948743449,10.381455348165307,-3.901292489317435,3.2930429101044227,-7.0,2.000000000000001
0.19,-2.9389262614623677,10.407551365509079,-3.777255218558772,3.691369885487939,-7.0,2.000000000000001
0.191,-2.679133974894987,10.433236510545525,-3.5936483765805436,4.160454159069993,-7.0,2.000000000000001
0.192,-2.4087683705085743,10.458509769269096,-3.353367552962149,4.696373845798373,-7.0,2.000000000000001
0.193,-2.128896457825362,10.483370143934815,-3.060202119828871,5.294271566280582,-7.0,2.000000000000001
0.194,-1.8406227634233905,10.507816653097652,-2.7187754711897556,5.948418418484506,-7.0,2.000000000000001
0.195,-1.5450849718747397,10.531848331651293,-2.334472109252236,6.652291250524318,-7.0,2.000000000000001
0.196,-1.2434494358242782,10.555464230866212,-1.9133527276057674,7.398662067436166,-7.0,2.000000000000001
0.197,-0.9369065729286203,10.578663418427146,-1.4620586304634258,8.1796982150351,-7.0,2.000000000000001
0.198,-0.6266661678215201,10.601444978469893,-0.9877069953271975,8.987071815321174,-7.0,2.000000000000001
0.199,-0.3139525976465676,10.623808011617472,-0.4977786308471003,9.812076783123805,-7.0,2.000000000000001
0.2,-2.4492935982947065e-15,10.645751635015623,-3.891086120509835e-15,10.645751635015618,-7.0,2.000000000000001
0.201,0.3139525976465716,10.667274982367674,0.49777863084710666,11.479006210861353,-7.0,2.000000000000001
0.202,0.6266661678215241,10.688377203968718,0.9877069953272037,12.302750367117445,-7.0,2.000000000000001
0.203,0.9369065729286243,10.709057466739186,1.4620586304634315,13.108022670131241,-7.0,2.000000000000001
0.20400000000000001,1.2434494358242736,10.729314954257706,1.9133527276057607,13.886117117687741,-7.0,2.000000000000001
0.20500000000000002,1.5450849718747433,10.749148866793368,2.334472109252241,14.62870594792035,-7.0,2.000000000000001
0.20600000000000002,1.8406227634233943,10.768558421337255,2.7187754711897605,15.32795665595041,-7.0,2.000000000000001
0.20700000000000002,2.128896457825366,10.787542851633395,3.0602021198288747,15.976641429287636,-7.0,2.000000000000001
0.20800000000000002,2.408768370508577,10.806101408208983,3.3533675529621525,16.568237331679715,-7.0,2.000000000000001
0.209,2.679133974894975,10.824233358403985,3.5936483765805343,17.097015709879496,-7.0,2.000000000000001
0.21,2.9389262614623637,10.841937986400051,3.77725521855877,17.558119466421186,-7.0,2.000000000000001
0.211,3.1871199487434456,10.859214593248788,3.9012924893174334,17.94762703130967,-7.0,2.000000000000001
0.212,3.4227355296434387,10.876062496899337,3.963804047000394,18.26260207354317,-7.0,2.000000000000001
0.213,3.6448431371070527,10.892481032225312,3.963804047000395,18.50112821633276,-7.0,2.000000000000001
0.214,3.852566213878946,10.908469551051047,3.901292489317435,18.662328254247427,-7.0,2.000000000000001
0.215,4.045084971874736,10.924027422177199,3.777255218558772,18.746367612610708,-7.0,2.000000000000001
0.216,4.221639627510073,10.939154031405655,3.5936483765805436,18.75444203549627,-7.0,2.000000000000001
0.217,4.381533400219316,10.953848781563782,3.3533675529621565,18.68874973474525,-7.0,2.000000000000001
0.218,4.524135262330097,10.968111092528007,3.0602021198288716,18.552448474686972,-7.0,2.000000000000001
0.219,4.648882429441257,10.981940401246712,2.7187754711897565,18.349598301877723,-7.0,2.000000000000001
0.22,4.755282581475767,10.995336161762468,2.3344721092522365,18.08509085249047,-7.0,2.000000000000001
0.221,4.842915805643155,11.008297845233592,1.9133527276057678,17.764566378482517,-7.0,2.000000000000001
0.222,4.911436253643444,11.020824939955011,1.4620586304634262,17.394319824061885,-7.0,2.000000000000001
0.223,4.96057350657239,11.032916951378475,0.987706995327198,16.98119745327806,-7.0,2.000000000000001
0.224,4.990133642141359,11.044573402132077,0.49777863084710083,16.532485675120537,-7.0,2.000000000000001
0.225,5.0,11.055793832039106,4.377471885573564e-15,16.05579383203911,-7.0,2.000000000000001
0.226,4.990133642141359,11.066577798136192,-0.4977786308470921,15.558932809430456,-7.0,2.000000000000001
0.227,4.9605735065723895,11.076924874690826,-0.9877069953272031,15.049791385936011,-7.0,2.000000000000001
0.228,4.911436253643443,11.086834653218139,-1.4620586304634313,14.536212276398155,-7.0,2.000000000000001
0.229,4.842915805643156,11.096306742497047,-1.9133527276057603,14.025869820534446,-7.0,2.000000000000001
0.23,4.755282581475769,11.10534076858568,-2.33447210925223,13.526151240809218,-7.0,2.000000000000001
0.231,4.648882429441256,11.11393637483616,-2.71877547118976,13.044043333087656,-7.0,2.000000000000001
0.232,4.524135262330097,11.122093221908667,-3.0602021198288747,12.58602636440989,-7.0,2.000000000000001
0.233,4.381533400219317,11.129810987784849,-3.353367552962152,12.157976835042014,-7.0,2.000000000000001
0.234,4.2216396275100765,11.137089367780519,-3.5936483765805396,11.765080618710057,-7.0,2.000000000000001
0.23500000000000001,4.045084971874734,11.143928074557701,-3.777255218558774,11.411757827873663,-7.0,2.000000000000001
0.23600000000000002,3.8525662138789434,11.150326838135962,-3.901292489317436,11.10160056269747,-7.0,2.000000000000001
0.23700000000000002,3.644843137107056,11.156285405903072,-3.963804047000395,10.837324496009733,-7.0,2.000000000000001
0.23800000000000002,3.4227355296434427,11.161803542624975,-3.963804047000394,10.620735025268024,-7.0,2.000000000000001
0.23900000000000002,3.1871199487434496,11.166881030455086,-3.901292489317435,10.452708489881099,-7.0,2.000000000000001
0.24,2.938926261462368,11.171517668942876,-3.7772552185587727,10.33318871184647,-7.0,2.000000000000001
0.241,2.6791339748949876,11.1757132750418,-3.593648376580544,10.261198873356243,-7.0,2.000000000000001
0.242,2.4087683705085823,11.179467683116508,-3.353367552962157,10.234868500662936,-7.0,2.000000000000001
0.243,2.128896457825371,11.182780744949405,-3.0602021198288805,10.251475082945895,-7.0,2.000000000000001
0.244,1.8406227634233912,11.185652329746478,-2.718775471189757,10.307499621980114,-7.0,2.000000000000001
0.245,1.5450849718747401,11.188082324142478,-2.334472109252237,10.398695186764982,-7.0,2.000000000000001
0.246,1.2434494358242785,11.190070632205384,-1.9133527276057682,10.520167340423894,-7.0,2.000000000000001
0.247,0.9369065729286298,11.191617175440202,-1.4620586304634398,10.66646511790539,-7.0,2.000000000000001
0.248,0.6266661678215208,11.192721892792052,-0.9877069953271986,10.831681065286373,-7.0,2.000000000000001
0.249,0.31395259764656813,11.193384740648582,-0.49777863084710133,11.009558707448049,-7.0,2.000000000000001
0.25,3.0616169978683834e-15,11.193605692841698,-4.8638576506372944e-15,11.193605692841697,-7.0,2.000000000000001
0.251,-0.313952597646562,11.193384740648582,0.4977786308470916,11.37721077384911,-7.0,2.000000000000001
0.252,-0.6266661678215146,11.192721892792052,0.9877069953271891,11.553762720297724,-7.0,2.000000000000001
0.253,-0.9369065729286236,11.191617175440202,1.4620586304634309,11.716769232975007,-7.0,2.000000000000001
0.254,-1.2434494358242727,11.190070632205384,1.9133527276057598,11.859973923986873,-7.0,2.000000000000001
0.255,-1.5450849718747426,11.188082324142478,2.3344721092522405,11.977469461519975,-7.0,2.000000000000001
0.256,-1.8406227634233936,11.185652329746478,2.7187754711897596,12.063805037512845,-7.0,2.000000000000001
0.257,-2.1288964578253653,11.182780744949405,3.0602021198288742,12.114086406952914,-7.0,2.000000000000001
0.258,-2.408768370508577,11.179467683116508,3.353367552962152,12.124066865570084,-7.0,2.000000000000001
0.259,-2.6791339748949823,11.1757132750418,3.593648376580539,12.090227676727356,-7.0,2.000000000000001
0.26,-2.9389262614623632,11.171517668942876,3.7772552185587696,12.009846626039282,-7.0,2.000000000000001
0.261,-3.1871199487434447,11.166881030455086,3.9012924893174334,11.881053571029076,-7.0,2.000000000000001
0.262,-3.4227355296434387,11.161803542624975,3.963804047000393,11.70287205998193,-7.0,2.000000000000001
0.263,-3.644843137107064,11.156285405903072,3.963804047000393,11.4752463157964,-7.0,2.000000000000001
0.264,-3.8525662138789514,11.150326838135962,3.901292489317433,11.199053113574443,-7.0,2.000000000000001
0.265,-4.045084971874741,11.143928074557701,3.7772552185587682,10.876098321241729,-7.0,2.000000000000001
